,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
334,Trey Lyles,DET,F,26,35,18.5,38.5,20.7,11.2,88,0.807,141,0.546,99,0.303,0.508,0.565,9.0,4.7,13.6,1.1,9.7,0.37,0.4,1.0,7.8,111.0,104.7
335,Theo Maledon,OKC,G,20,21,13.6,28.3,16.5,16.5,30,0.867,34,0.412,44,0.182,0.333,0.428,3.7,1.8,6.6,1.0,11.2,0.48,0.1,0.86,5.5,86.7,105.6
336,Sandro Mamukelashvili,MIL,F-C,22,21,11.9,24.8,14.4,9.5,12,0.75,37,0.486,34,0.382,0.528,0.551,4.0,2.4,10.7,0.6,6.6,0.29,0.24,0.38,6.0,119.8,106.5
337,Terance Mann,LAC,G-F,25,39,29.5,61.5,15.1,11.1,75,0.747,209,0.545,110,0.382,0.555,0.582,10.5,5.3,9.4,2.4,12.3,0.56,0.1,1.13,6.9,117.1,103.7
338,Tre Mann,OKC,G,20,25,16.7,34.7,20.9,8.9,22,0.636,104,0.413,70,0.371,0.471,0.485,7.1,2.2,6.8,0.5,5.2,0.44,0.24,0.72,4.8,93.0,103.7
339,Boban Marjanovic,DAL,C,33,16,6.0,12.4,34.8,14.9,16,0.5,53,0.642,3,0.333,0.634,0.627,4.9,1.9,17.2,0.1,4.8,0.0,0.13,0.69,6.5,100.3,87.6
340,Lauri Markkanen,CLE,F-C,24,30,30.3,63.2,19.6,6.6,61,0.852,175,0.526,180,0.306,0.492,0.525,13.4,5.3,9.4,1.7,8.2,0.7,0.53,0.9,6.5,108.5,103.3
341,Naji Marshall,NOP,F,23,20,10.6,22.1,19.1,20.1,29,0.862,37,0.432,26,0.115,0.325,0.436,3.3,2.8,14.0,1.0,13.3,0.4,0.15,0.95,7.9,89.6,103.8
342,Kenyon Martin Jr.,HOU,F,21,37,18.6,38.8,17.0,8.3,59,0.627,164,0.61,63,0.317,0.573,0.587,8.0,3.6,10.6,1.3,11.4,0.43,0.49,0.62,7.2,119.2,112.0
343,Caleb Martin,MIA,F,26,30,22.7,47.3,16.0,9.0,45,0.667,123,0.593,81,0.37,0.578,0.594,8.9,3.6,8.9,1.0,6.6,0.93,0.57,0.73,5.6,117.6,103.9
344,Cody Martin,CHA,F,26,35,26.7,55.7,12.7,9.9,58,0.724,149,0.483,79,0.468,0.559,0.586,8.5,4.1,8.2,2.7,13.3,1.43,0.51,0.8,6.8,123.7,111.5
345,Kelan Martin,IND,F,26,27,16.4,34.3,18.4,7.5,13,0.692,94,0.511,74,0.297,0.482,0.492,6.3,2.0,6.6,0.8,7.0,0.48,0.33,0.52,5.3,100.9,107.7
346,Garrison Mathews,HOU,G,25,23,28.7,59.7,15.1,7.2,64,0.828,32,0.688,158,0.373,0.582,0.628,11.9,3.6,6.9,0.7,3.8,0.65,0.43,0.74,4.3,121.4,108.4
347,Dakota Mathias,MEM,G,26,4,2.0,4.1,21.4,0.0,0,0.0,0,0.0,4,0.5,0.75,0.75,1.5,0.5,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Dakota Mathias,MEM,G,26,4,2.0,4.1,21.4,0.0,0,0.0,0,0.0,4,0.5,0.75,0.75,1.5,0.5,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Wesley Matthews,MIL,G,35,14,19.7,41.0,12.7,9.8,6,0.5,19,0.684,52,0.404,0.627,0.625,6.6,2.0,5.3,0.7,5.0,0.36,0.36,0.57,4.3,118.3,106.7
350,Tyrese Maxey,PHI,G,21,32,34.5,72.0,21.1,7.8,101,0.871,323,0.505,108,0.38,0.521,0.565,16.8,3.5,5.5,4.5,20.6,0.72,0.56,1.25,7.4,115.9,109.1
351,Skylar Mays,ATL,G,24,15,11.9,24.9,16.0,9.1,7,1.0,34,0.676,23,0.348,0.614,0.641,5.1,1.5,6.9,0.9,10.7,0.47,0.0,0.4,6.4,125.0,114.1
352,Miles McBride,NYK,G,21,15,9.3,19.4,17.7,5.4,4,0.75,24,0.417,27,0.185,0.343,0.36,2.5,0.9,5.0,1.3,20.4,0.53,0.07,0.2,6.2,90.7,101.7
353,Mac McClung,CHI,G,23,1,2.6,5.4,33.8,50.0,0,0.0,1,1.0,0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
354,CJ McCollum,POR,G,30,24,35.3,73.6,26.7,8.9,50,0.7,255,0.447,196,0.393,0.509,0.522,20.6,4.1,6.4,4.5,21.6,1.08,0.71,1.92,8.2,106.9,114.0
355,T.J. McConnell,IND,G,29,24,24.2,50.4,16.2,13.0,15,0.8,156,0.538,25,0.28,0.522,0.536,8.4,3.3,7.6,4.8,29.3,1.04,0.38,1.17,8.4,116.4,107.0
356,Jalen McDaniels,CHA,F-C,23,33,18.1,37.7,14.8,12.4,44,0.659,93,0.613,71,0.394,0.604,0.619,6.9,3.5,10.3,1.2,9.0,0.61,0.42,0.79,6.8,117.6,106.9
357,Jaden McDaniels,MIN,F,21,36,26.4,55.0,14.6,11.8,28,0.786,154,0.539,125,0.288,0.491,0.508,8.2,4.6,9.1,1.1,5.8,0.86,0.53,1.08,5.2,102.2,99.5
358,Doug McDermott,SAS,F,30,26,24.6,51.3,17.9,7.0,22,0.727,109,0.532,134,0.41,0.578,0.588,11.4,2.6,5.5,1.3,7.6,0.15,0.08,0.73,5.5,112.6,111.3
359,JaVale McGee,PHX,C-F,33,35,16.0,33.4,24.6,17.2,78,0.692,227,0.661,4,0.25,0.656,0.673,10.2,7.2,23.4,0.7,6.7,0.31,0.83,1.57,9.3,119.2,87.0
360,Cameron McGriff,POR,F,24,3,15.3,31.9,14.1,0.0,2,1.0,8,0.375,6,0.333,0.429,0.47,4.7,5.0,18.0,1.0,9.3,0.0,0.33,0.0,7.5,125.7,102.9
361,Rodney McGruder,DET,G,30,17,9.5,19.7,14.3,14.9,4,0.75,23,0.522,21,0.238,0.443,0.459,2.5,1.6,9.4,0.6,10.5,0.18,0.12,0.47,5.6,94.0,108.5
362,Alfonzo McKinnie,CHI,F,29,5,16.8,35.0,12.5,8.4,2,0.0,8,0.375,13,0.462,0.571,0.548,4.8,1.8,5.9,0.6,4.8,0.2,0.4,0.4,4.1,111.0,105.9
363,JaQuori McLaughlin,DAL,G,23,4,2.7,5.7,8.2,0.0,0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,22.7,0.0,0.0,0.0,0.0,0.0,0.0
364,Jordan McLaughlin,MIN,G,25,27,11.6,24.1,13.7,18.5,22,0.682,46,0.37,28,0.143,0.311,0.364,2.3,1.1,5.0,2.4,27.6,0.67,0.04,0.7,6.3,93.2,109.8
365,Ben McLemore,POR,G,28,21,14.6,30.5,20.1,7.8,11,0.909,25,0.52,101,0.406,0.591,0.608,7.6,1.1,4.1,0.6,6.7,0.29,0.0,0.52,4.7,115.7,113.3
366,De'Anthony Melton,MEM,G,23,32,24.0,50.0,20.4,14.4,46,0.739,142,0.479,159,0.327,0.485,0.507,10.2,4.5,10.0,2.9,16.9,1.66,0.69,1.69,8.5,102.7,102.5
367,Sam Merrill,MEM,G,25,6,9.6,20.1,20.0,7.2,4,0.5,1,1.0,23,0.304,0.479,0.485,4.2,1.2,6.4,0.7,9.4,0.0,0.0,0.33,6.3,102.1,110.9
368,Chimezie Metu,SAC,F-C,24,25,23.2,48.3,18.7,8.7,34,0.765,121,0.521,96,0.26,0.463,0.489,9.1,6.5,14.9,1.0,6.6,0.88,0.72,0.88,6.7,98.7,106.7
369,Khris Middleton,MIL,F,30,30,31.3,65.2,27.1,15.7,134,0.881,258,0.465,184,0.375,0.506,0.564,18.8,5.5,9.2,5.1,25.2,1.03,0.2,3.1,10.3,108.1,103.9
370,CJ Miles,BOS,G,34,1,2.0,4.2,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Paul Millsap,BKN,F,36,23,10.9,22.7,16.7,10.4,17,0.706,53,0.415,26,0.231,0.392,0.428,3.2,3.4,16.7,1.0,12.4,0.22,0.35,0.43,8.1,102.5,90.3
372,Patty Mills,BKN,G,33,37,30.8,64.1,17.3,8.8,29,0.897,120,0.467,281,0.42,0.581,0.595,13.3,2.0,3.5,2.5,11.8,0.65,0.27,1.08,5.3,113.8,110.7
373,Shake Milton,PHI,G-F,25,27,24.8,51.6,20.7,10.1,48,0.854,175,0.48,79,0.316,0.478,0.516,10.5,3.0,6.7,2.8,17.3,0.78,0.41,1.15,7.2,104.8,105.8
374,Davion Mitchell,SAC,G,23,35,25.0,52.0,19.0,9.0,30,0.667,207,0.449,134,0.306,0.453,0.464,9.4,2.2,4.7,3.3,19.5,0.63,0.2,1.0,6.5,100.5,111.6
375,Donovan Mitchell,UTA,G,25,36,33.3,69.3,33.0,11.7,152,0.882,402,0.547,341,0.346,0.534,0.573,25.8,3.8,6.2,5.2,27.0,1.61,0.22,2.97,9.6,113.6,104.3
376,Evan Mobley,CLE,C,20,31,33.7,70.2,19.5,10.7,98,0.745,324,0.531,49,0.306,0.521,0.555,14.9,8.2,13.1,2.5,11.5,0.81,1.77,1.61,8.0,110.9,101.0
377,Malik Monk,LAL,G,23,35,25.9,54.0,18.3,11.1,45,0.844,135,0.6,189,0.397,0.597,0.618,12.1,2.8,5.6,2.2,12.5,0.74,0.4,1.23,6.5,115.2,109.2
378,Greg Monroe,MIN,F-C,31,3,21.0,43.8,13.4,19.8,5,0.4,14,0.643,0,0.0,0.643,0.617,6.7,7.0,17.5,3.7,25.7,0.67,1.33,1.33,10.6,122.8,97.3
379,Moses Moody,GSW,G,19,24,7.0,14.6,16.3,6.4,11,0.727,24,0.625,30,0.133,0.389,0.425,2.1,1.0,8.2,0.3,5.7,0.13,0.17,0.17,4.9,91.4,101.9
380,Matt Mooney,NYK,G,24,1,1.9,4.0,46.7,50.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
381,Xavier Moon,LAC,G,27,4,16.8,35.1,20.8,6.3,0,0.0,22,0.455,8,0.125,0.383,0.383,5.8,2.3,7.0,1.5,13.8,1.25,0.25,0.5,6.5,83.2,104.6
382,Ja Morant,MEM,G,22,28,32.2,67.1,32.2,12.8,169,0.775,416,0.519,118,0.39,0.534,0.576,25.0,5.8,9.5,6.6,35.4,1.39,0.39,3.18,12.2,114.9,108.3
383,Juwan Morgan,TOR,F,24,1,27.4,57.1,4.7,0.0,0,0.0,1,1.0,2,0.5,0.833,0.833,5.0,4.0,7.9,1.0,4.8,0.0,0.0,0.0,4.0,183.7,106.7
384,Marcus Morris Sr.,LAC,F,32,19,30.4,63.2,22.7,8.0,57,0.895,146,0.486,104,0.385,0.524,0.569,16.5,5.3,9.1,2.3,12.1,0.47,0.26,1.26,7.7,111.6,103.8
385,Jaylen Morris,SAS,G,26,2,4.7,9.8,17.4,0.0,2,0.5,1,0.0,2,0.0,0.0,0.129,0.5,1.0,11.0,0.5,11.9,0.0,0.0,0.0,5.4,45.3,102.5
386,Markieff Morris,MIA,F,32,10,18.7,39.0,19.9,14.3,5,1.0,48,0.5,22,0.364,0.514,0.533,7.7,2.8,8.3,1.4,11.6,0.3,0.1,1.2,6.7,104.6,100.7
387,Monte Morris,DEN,G,26,34,30.0,62.5,18.7,9.6,29,0.724,224,0.54,149,0.389,0.558,0.566,12.9,2.7,5.0,4.2,21.2,0.74,0.15,1.21,7.0,113.2,110.4
388,Emmanuel Mudiay,SAC,G,25,2,5.5,11.5,18.5,21.0,4,0.75,2,0.0,0,0.0,0.0,0.399,1.5,0.0,0.0,2.0,43.5,0.5,0.0,0.5,0.0,100.2,108.2
389,Mychal Mulder,ORL,G,27,15,13.0,27.1,16.8,10.5,2,1.0,21,0.333,46,0.283,0.396,0.405,3.7,1.4,5.7,0.2,2.3,0.27,0.07,0.53,3.1,76.6,111.7
390,Ade Murkey,SAC,G,20,1,1.5,3.1,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Trey Murphy III,NOP,F,21,34,13.4,27.8,14.0,7.4,15,0.867,34,0.324,97,0.34,0.462,0.487,3.9,2.1,8.5,0.6,6.3,0.29,0.12,0.32,5.1,105.2,109.2
392,Dejounte Murray,SAS,G,25,33,34.2,71.3,25.6,12.0,74,0.703,437,0.471,134,0.343,0.482,0.499,18.2,8.3,12.5,8.9,38.5,2.03,0.42,2.48,12.9,107.5,104.5
393,Mike Muscala,OKC,F-C,30,31,13.9,29.0,21.2,5.2,48,0.875,59,0.475,121,0.421,0.581,0.624,8.1,3.1,11.1,0.5,6.4,0.42,0.68,0.35,6.7,123.2,101.0
394,Svi Mykhailiuk,TOR,G-F,24,34,17.8,37.2,16.3,10.8,29,0.828,86,0.523,108,0.324,0.503,0.53,6.4,2.4,7.2,1.1,9.1,0.68,0.12,0.74,5.8,108.1,107.6
395,Abdel Nader,PHX,F,28,14,10.4,21.6,14.9,21.8,10,0.6,21,0.381,14,0.286,0.4,0.431,2.4,1.9,9.7,0.5,6.0,0.57,0.29,0.79,5.1,78.3,92.3
396,Larry Nance Jr.,POR,F-C,29,37,23.2,48.3,12.5,11.0,49,0.653,136,0.61,62,0.306,0.563,0.581,6.9,5.6,13.4,2.0,12.3,1.03,0.35,0.73,7.3,123.9,108.8
397,RJ Nembhard Jr.,CLE,G,22,5,8.0,16.7,14.1,7.8,2,0.5,10,0.5,1,0.0,0.455,0.463,2.2,0.4,2.7,2.0,35.5,0.0,0.0,0.2,6.0,116.6,108.4
398,Aaron Nesmith,BOS,G-F,22,28,10.7,22.3,16.7,14.9,9,0.778,29,0.586,64,0.234,0.425,0.443,3.1,1.7,8.4,0.4,4.8,0.29,0.04,0.61,4.8,83.9,98.5
399,Raul Neto,WAS,G,29,33,20.3,42.3,18.9,13.7,51,0.725,169,0.527,55,0.255,0.491,0.521,7.8,2.1,5.5,2.7,19.7,0.73,0.03,1.18,7.0,102.6,107.4
400,Malik Newman,CLE,G,24,1,7.7,16.0,39.0,14.5,2,1.0,4,0.75,1,0.0,0.6,0.68,8.0,1.0,7.0,1.0,29.6,0.0,0.0,1.0,10.4,117.5,111.5
401,Georges Niang,PHI,F,28,34,23.2,48.3,18.2,7.9,35,0.857,107,0.523,171,0.398,0.568,0.59,10.2,2.8,6.6,1.3,8.7,0.5,0.24,0.74,5.8,112.9,103.7
402,Daishen Nix,HOU,G,19,6,9.2,19.1,18.5,29.3,2,0.5,9,0.778,7,0.429,0.719,0.711,4.0,1.2,7.0,1.2,20.7,1.0,0.0,1.17,7.8,104.4,111.4
403,Zeke Nnaji,DEN,F-C,21,21,14.8,30.8,16.1,6.2,33,0.576,48,0.458,43,0.465,0.571,0.583,5.9,3.0,11.1,0.4,3.7,0.19,0.33,0.33,5.2,118.2,102.2
404,Nerlens Noel,NYK,C-F,27,17,23.1,48.1,7.4,22.8,18,0.833,41,0.537,2,0.0,0.512,0.579,3.5,5.8,13.6,0.8,5.0,1.06,1.47,0.88,4.4,119.5,99.0
405,Jaylen Nowell,MIN,G,22,25,13.7,28.6,22.9,7.4,28,0.75,105,0.524,57,0.351,0.525,0.548,7.6,1.9,7.2,1.9,23.2,0.52,0.2,0.56,8.8,115.4,106.2
406,Frank Ntilikina,DAL,G,23,29,15.0,31.2,17.2,12.0,19,1.0,67,0.403,72,0.347,0.464,0.502,5.1,1.6,5.8,1.6,15.1,0.72,0.1,0.69,6.3,101.5,101.4
407,Jusuf Nurkic,POR,C,27,35,26.0,54.1,22.4,16.1,144,0.722,297,0.586,31,0.226,0.563,0.604,13.5,10.1,21.5,2.5,15.5,1.11,0.51,2.14,10.7,116.0,100.3
408,David Nwaba,HOU,G-F,28,31,14.3,29.9,15.9,9.0,41,0.683,98,0.541,35,0.286,0.511,0.543,5.3,3.9,15.0,0.9,9.3,0.68,0.52,0.48,7.4,113.1,106.5
409,Jordan Nwora,MIL,F,23,32,20.9,43.6,19.6,11.1,17,0.824,132,0.439,134,0.381,0.506,0.517,8.8,4.1,10.3,1.1,7.7,0.44,0.41,1.06,6.5,100.5,106.1
410,Semi Ojeleye,MIL,F,27,16,17.9,37.4,11.3,6.6,11,0.818,28,0.214,38,0.211,0.273,0.318,2.8,3.6,10.4,0.3,2.2,0.25,0.31,0.31,3.2,87.4,104.3
411,Chuma Okeke,ORL,F,23,29,22.6,47.1,17.1,10.8,29,0.862,100,0.5,118,0.237,0.422,0.453,7.2,4.3,10.1,1.3,8.9,1.21,0.38,0.97,6.1,91.4,107.7
412,Josh Okogie,MIN,G,23,24,13.8,28.7,11.4,16.7,31,0.613,32,0.406,29,0.276,0.41,0.462,2.9,2.2,8.4,0.7,6.8,0.63,0.33,0.63,4.8,98.3,103.1
413,Onyeka Okongwu,ATL,F-C,21,6,20.5,42.7,15.3,16.2,12,0.917,31,0.742,0,0.0,0.742,0.786,9.5,5.5,14.5,1.0,7.3,0.67,1.5,1.17,7.3,140.7,97.2
414,Isaac Okoro,CLE,F-G,20,27,28.4,59.2,14.4,12.6,57,0.719,118,0.542,78,0.321,0.518,0.552,9.0,3.6,6.9,1.9,9.1,0.81,0.26,1.19,5.6,110.1,101.5
415,KZ Okpala,MIA,F-G,22,21,11.6,24.2,14.3,6.3,11,0.727,43,0.488,26,0.346,0.5,0.521,3.7,2.0,9.3,0.7,8.3,0.19,0.33,0.24,6.0,113.3,101.1
416,Cameron Oliver,ATL,F,20,2,21.7,45.1,16.4,0.0,3,0.667,12,0.75,3,0.333,0.7,0.705,11.5,3.0,7.5,1.5,11.1,0.5,0.5,0.0,6.9,149.8,106.3
417,Kelly Olynyk,DET,F-C,30,10,23.0,47.8,23.9,11.7,35,0.6,57,0.544,41,0.341,0.531,0.551,12.5,5.3,12.4,2.3,17.9,1.4,0.7,1.5,9.3,107.4,99.5
418,Eugene Omoruyi,DAL,F,24,4,4.5,9.3,17.0,0.0,4,0.5,3,0.333,2,0.5,0.5,0.518,1.8,1.8,21.5,0.5,16.1,0.0,0.0,0.0,10.4,130.2,96.5
419,Royce O'Neale,UTA,F,28,37,31.2,65.1,9.5,14.2,31,0.71,71,0.648,133,0.398,0.615,0.627,7.4,5.0,8.6,2.5,10.4,1.3,0.54,0.97,5.8,125.6,102.8
420,Miye Oni,UTA,G-F,24,16,2.8,5.8,10.2,9.6,1,0.0,1,1.0,8,0.125,0.278,0.265,0.3,0.4,8.6,0.3,13.9,0.0,0.0,0.06,4.7,0.0,0.0
421,Cedi Osman,CLE,F,26,27,22.7,47.3,20.2,8.8,41,0.707,83,0.554,158,0.405,0.589,0.604,11.6,2.7,6.4,1.7,11.8,1.04,0.3,0.93,6.6,115.6,100.6
422,Daniel Oturu,TOR,C,22,3,9.1,19.0,12.8,0.0,5,0.6,5,0.6,1,0.0,0.5,0.549,3.0,1.7,9.9,0.0,0.0,0.0,0.67,0.0,0.0,122.5,112.5
423,Kelly Oubre Jr.,CHA,F-G,26,40,28.2,58.7,23.0,7.0,92,0.674,219,0.58,311,0.373,0.568,0.582,16.6,3.9,7.3,1.2,6.5,1.1,0.35,1.08,6.1,111.5,109.9
424,Jaysean Paige,DET,G,27,1,6.6,13.8,25.9,25.0,0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,1.0,8.1,1.0,20.0,0.0,0.0,1.0,0.0,14.7,83.5
425,Trayvon Palmer,DET,G,27,1,16.8,35.0,5.1,50.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,2.0,6.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,101.1
426,Kevin Pangos,CLE,G,28,18,8.7,18.2,15.0,13.0,4,0.75,19,0.474,26,0.231,0.4,0.417,2.2,0.6,3.4,1.7,26.1,0.11,0.0,0.39,6.0,100.2,106.1
427,Jabari Parker,BOS,F,26,12,9.4,19.5,19.5,16.0,9,1.0,22,0.455,16,0.5,0.579,0.632,4.4,2.3,13.3,0.5,8.3,0.33,0.08,0.67,7.3,112.8,96.9
428,Eric Paschall,UTA,F,25,27,11.1,23.1,16.2,11.6,33,0.697,37,0.622,48,0.292,0.518,0.558,4.1,1.7,8.3,0.6,7.3,0.11,0.11,0.48,5.8,113.0,105.7
429,Chris Paul,PHX,G,36,39,32.2,67.1,19.7,15.7,119,0.832,316,0.525,116,0.328,0.516,0.563,14.0,4.4,7.1,10.0,43.2,1.87,0.26,2.31,10.6,120.2,101.1
430,Cameron Payne,PHX,G,27,34,20.5,42.7,26.6,15.1,59,0.864,222,0.423,118,0.322,0.444,0.482,10.4,2.9,7.4,3.6,25.8,0.65,0.32,1.91,9.3,96.5,99.8
431,Gary Payton II,GSW,G,29,37,16.8,35.0,15.7,8.5,39,0.59,121,0.769,66,0.409,0.714,0.71,7.8,3.6,11.7,0.8,7.2,1.32,0.24,0.51,6.7,134.1,94.1
432,Elfrid Payton,PHX,G,27,21,12.2,25.3,19.6,19.7,15,0.533,82,0.415,5,0.2,0.408,0.422,3.8,2.1,9.0,1.9,21.1,0.52,0.1,1.1,8.1,87.8,98.8
433,Reggie Perry,POR,F-C,21,2,20.5,42.6,11.6,9.2,2,1.0,7,0.429,2,0.5,0.5,0.557,5.5,3.5,9.4,1.0,6.9,0.5,0.0,0.5,5.2,118.8,103.8
434,Jamorko Pickett,DET,F,24,6,7.8,16.2,11.9,23.1,0,0.0,3,0.0,7,0.143,0.15,0.15,0.5,1.5,10.4,0.2,2.9,0.0,0.17,0.5,2.7,38.8,110.0
435,Theo Pinson,DAL,G-F,26,10,9.3,19.4,14.8,6.5,4,1.0,7,0.429,20,0.25,0.389,0.435,2.5,1.6,9.4,1.2,17.8,0.4,0.2,0.2,7.3,100.9,98.3
436,Mason Plumlee,CHA,F-C,31,31,24.7,51.5,11.6,17.1,71,0.38,142,0.62,1,0.0,0.615,0.583,6.5,7.1,15.1,2.8,14.7,0.87,0.9,1.16,8.2,122.1,103.9
437,Jakob Poeltl,SAS,C,26,31,28.4,59.2,18.3,13.1,76,0.368,298,0.601,0,0.0,0.601,0.582,12.5,8.7,15.9,2.7,13.7,0.61,1.35,1.61,9.4,118.2,102.4
438,Aleksej Pokusevski,OKC,C,20,35,15.2,31.6,19.0,17.1,14,0.5,104,0.452,84,0.226,0.402,0.407,4.5,4.1,13.6,1.1,11.5,0.51,0.49,1.14,7.2,81.8,102.0
439,Yves Pons,MEM,F,22,6,3.5,7.2,7.8,0.0,2,0.0,2,0.0,1,1.0,0.5,0.387,0.5,0.8,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Jordan Poole,GSW,G,22,32,30.0,62.5,25.4,14.1,100,0.89,193,0.58,243,0.337,0.539,0.582,17.5,3.2,5.8,3.5,18.2,1.0,0.19,2.47,7.7,107.1,98.2
441,Kevin Porter Jr.,HOU,G-F,21,24,29.9,62.4,24.4,22.3,77,0.61,151,0.384,135,0.341,0.444,0.47,12.5,4.2,7.7,5.8,29.4,1.33,0.38,3.83,9.0,90.3,109.6
442,Michael Porter Jr.,DEN,F,23,9,29.5,61.4,20.0,10.1,9,0.556,55,0.491,48,0.208,0.408,0.416,9.9,6.6,12.3,1.9,9.2,1.11,0.22,1.33,6.8,85.6,105.1
443,Otto Porter Jr.,GSW,F,28,32,21.3,44.3,15.2,8.0,19,0.789,82,0.561,128,0.398,0.583,0.595,8.1,5.0,12.9,1.4,9.5,0.94,0.47,0.59,7.2,119.6,98.6
444,Bobby Portis,MIL,F,26,33,28.2,58.8,22.8,10.9,69,0.797,261,0.513,150,0.433,0.563,0.587,15.7,9.2,17.0,1.3,7.5,0.79,0.85,1.64,8.1,115.6,99.7
445,Kristaps Porzingis,DAL,F-C,26,26,30.4,63.4,29.0,7.4,137,0.883,273,0.538,142,0.282,0.499,0.563,20.6,8.0,14.3,2.3,13.5,0.77,1.69,1.46,9.5,115.1,101.1
446,Micah Potter,DET,F,23,3,10.3,21.5,17.8,7.8,2,1.0,9,0.556,2,0.0,0.455,0.505,4.0,3.0,15.7,0.0,0.0,0.33,0.33,0.33,0.0,107.9,100.4
447,Dwight Powell,DAL,F-C,30,39,20.2,42.1,13.4,12.3,78,0.705,144,0.639,28,0.429,0.64,0.666,7.1,4.6,12.5,1.1,8.1,0.51,0.38,0.74,6.5,134.0,98.1
448,Myles Powell,PHI,G,20,4,4.2,8.8,13.0,0.0,2,1.0,2,0.0,2,0.5,0.375,0.512,1.3,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,110.1,91.8
449,Norman Powell,POR,G,28,34,32.9,68.6,23.0,8.8,167,0.82,276,0.493,188,0.399,0.536,0.59,18.6,2.9,4.8,2.1,10.5,0.97,0.44,1.53,5.9,115.1,113.4
450,Joshua Primo,SAS,G,19,15,10.8,22.4,14.3,14.6,6,0.833,18,0.5,26,0.385,0.545,0.568,3.5,1.6,7.7,1.0,11.9,0.4,0.47,0.53,6.6,110.6,105.6
451,Taurean Prince,MIN,F,27,28,15.4,32.0,14.6,11.4,22,0.773,44,0.5,79,0.316,0.484,0.513,4.9,2.1,7.3,0.9,8.2,0.46,0.21,0.61,5.5,103.2,103.8
452,Payton Pritchard,BOS,G,23,31,13.6,28.2,18.8,12.8,8,1.0,55,0.364,98,0.357,0.474,0.489,4.9,1.9,7.4,1.8,19.6,0.16,0.13,0.74,7.5,101.8,106.6
453,Trevelin Queen,HOU,G,20,8,8.6,17.9,23.0,18.8,3,1.0,7,0.714,22,0.364,0.586,0.61,4.6,1.8,11.1,0.4,7.1,0.63,0.0,0.88,6.9,103.2,107.4
454,Neemias Queta,SAC,C,22,3,3.4,7.2,20.7,20.0,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,1.7,25.8,0.7,23.3,0.0,0.33,0.33,0.0,0.0,0.0
455,Immanuel Quickley,NYK,G,22,36,22.8,47.5,21.2,10.5,71,0.93,131,0.458,189,0.349,0.497,0.547,10.7,2.3,5.4,2.6,18.3,0.64,0.06,1.14,7.0,111.2,104.9
456,Jahmi'us Ramsey,SAC,G,20,14,5.9,12.2,20.4,5.1,10,0.5,22,0.5,11,0.182,0.424,0.441,2.4,0.3,2.6,0.2,5.4,0.07,0.07,0.14,3.6,90.9,114.8
457,Julius Randle,NYK,F-C,27,38,35.5,74.0,27.9,15.5,178,0.764,425,0.471,215,0.316,0.472,0.515,19.5,10.1,15.4,4.9,23.9,0.79,0.58,3.47,11.1,101.8,102.5
458,Austin Reaves,LAL,G,23,21,20.2,42.1,10.2,11.9,20,0.9,32,0.688,48,0.354,0.594,0.636,5.4,2.4,6.2,1.1,7.4,0.33,0.1,0.57,4.8,121.2,107.0
459,Cam Reddish,ATL,F-G,22,33,24.0,50.1,23.1,10.4,80,0.9,190,0.421,153,0.379,0.487,0.537,12.3,2.5,5.7,1.2,7.1,1.06,0.3,1.33,5.5,103.9,111.7
460,Davon Reed,DEN,G,26,12,17.6,36.7,11.0,7.7,5,0.8,26,0.538,20,0.35,0.533,0.55,4.4,3.0,9.4,1.3,10.3,1.17,0.17,0.33,5.9,116.8,99.0
461,Paul Reed,PHI,F,22,19,9.4,19.6,13.0,13.6,6,0.5,38,0.526,4,0.0,0.476,0.482,2.3,2.4,14.2,0.5,8.0,0.63,0.53,0.37,6.0,109.9,94.0
462,Naz Reid,MIN,C-F,22,36,17.1,35.6,22.5,10.6,79,0.722,168,0.542,93,0.344,0.533,0.566,9.3,4.1,12.4,0.8,7.1,0.53,0.94,0.97,7.3,112.0,98.0
